genome_id	phaZ_status	major_subtype	phylum	genus	species	growth_rate_per_h	doubling_time_h
GCA_039917735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp039917735	0.1542809003002917	4.49276079677268
GCA_040509895.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp040509895	0.671528059091792	1.0321939212747
GCA_043740855.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp043740855	0.147613005132003	4.69570536783055
GCA_043758655.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp043758655	0.3089936995008107	2.24324049868896
GCA_047605225.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp047605225	1.0323779577495404	0.671408349390685
GCA_903858875.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp903858875	0.5522044980986798	1.25523638968272
GCA_903911985.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp903911985	0.4299220991596442	1.61226227243219
GCA_903970225.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp903970225	0.2253498189123312	3.07587192173251
GCA_947375105.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp947375105	0.3171536269186518	2.18552500027923
GCA_947455865.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp947455865	0.2645819210394514	2.61978285529415
GCA_963779195.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp963779195	0.1609299326279239	4.30713646144703
GCA_964245645.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp964245645	0.1154207184184892	6.00539651855875
GCA_964245935.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp964245935	0.190677494916439	3.63518086318317
GCA_964630805.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp964630805	0.2251967129498085	3.07796313489901
GCF_000192575.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium nitrogenifigens	1.3045981730323803	0.531310862523139
GCF_000281975.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp000281975	0.556145699287351	1.2463409884283
GCF_000767465.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium pentaromativorans	0.9092204734242388	0.762353247446646
GCF_001519065.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp001519065	0.5828155138498939	1.18930804703745
GCF_002896965.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium guangzhouense	0.9239175991788696	0.750226190274954
GCF_004005905.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium umbonatum	1.7298828950012806	0.400690233172941
GCF_004341845.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp004341845	1.164186466450324	0.595391889989405
GCF_004342985.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp004342985	1.176862336803565	0.588978981554103
GCF_008107685.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp008107685	0.8222830416285107	0.842954488258915
GCF_012275515.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp001898925	1.3671613119045989	0.506997363459853
GCF_014230315.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium flavum	0.7025418620970906	0.986627584712031
GCF_014645195.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium indicum	0.6011931740569527	1.15295251255511
GCF_014652555.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium colocasiae	0.5332992258306279	1.29973408358197
GCF_015865035.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium aureum	0.8045781434708803	0.861503865329685
GCF_017309955.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp006874585	1.062329868503309	0.652478294276432
GCF_019748365.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp019748365	0.6675797999695738	1.0382986132767
GCF_021227995.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium kaempferiae	0.6490703617365915	1.06790761282864
GCF_022818885.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium mangrovi	0.8637920881579279	0.802446780958726
GCF_022832385.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium album	0.5958414347398922	1.16330812217269
GCF_022832435.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium organovorum	0.6624450613943945	1.04634666473462
GCF_025938095.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp025938095	0.3682184247913166	1.88243481013417
GCF_029076845.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp029076845	0.356515304692829	1.94422840039688
GCF_035658495.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium sp001298105	1.1482313140171512	0.603665108326415
GCF_036352595.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium resinovorum_B	0.7922306324124289	0.874931051894871
GCF_040813635.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium rhizovicinum	0.3712694042647999	1.86696553122264
GCF_044029535.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp044029535	1.0563244169228443	0.656187786115119
GCF_900182875.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingobium	Novosphingobium panipatense	0.9301426312873756	0.745205259112343
GCF_902706195.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Novosphingobium	Novosphingobium sp902706195	0.5277238828758953	1.31346562672615
GCA_018242165.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp018242165	0.4348405220972522	1.59402618968644
GCA_020200285.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp020200285	0.1091481389871582	6.35051762670454
GCA_020853995.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp020853995	0.7441967996278243	0.931403065568934
GCA_025359445.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp025359445	0.1638623689426483	4.23005712069588
GCA_025938935.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp025938935	0.2745432411875011	2.52472862767201
GCA_028869175.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp028869175	0.4912964687421067	1.41085317045866
GCA_028870315.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp028870315	0.2042974198548733	3.39283374725112
GCA_030776465.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp030776465	0.186455240539218	3.71749905529822
GCA_031360905.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp031360905	0.1545064526483354	4.48620215323682
GCA_031363685.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp031363685	0.2169313724237795	3.19523715180241
GCA_031368085.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp031368085	0.1629662380761887	4.25331767329556
GCA_031369495.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp031369495	0.3201691220486685	2.16494075420109
GCA_031410955.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp031410955	0.3148885578642426	2.20124600671829
GCA_031428495.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp031428495	0.2479765460305602	2.79521265883961
GCA_035511275.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp035511275	0.597341884688138	1.16038603407465
GCA_035653915.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp035653915	1.148620146434659	0.603460754812188
GCA_041182185.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp041182185	0.3415455131801703	2.02944308682603
GCA_041396945.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp041396945	0.4875052463078925	1.42182506918536
GCA_043732365.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp043732365	0.2662839331955535	2.60303793864616
GCA_044238415.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp044238415	0.6982324550992205	0.992716931872563
GCA_046063275.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp046063275	0.3465989800354295	1.99985349203593
GCA_046566485.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp046566485	0.4095142729599409	1.69260811241065
GCA_050248535.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp050248535	0.1626475429830757	4.26165171540323
GCA_051955585.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp051955585	0.3878147272019958	1.78731526149319
GCA_903834285.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp903834285	0.3809380871790491	1.81957962169887
GCA_903848655.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp903848655	0.1674648772125527	4.13906003513905
GCA_937996535.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp937996535	0.7299862377592254	0.949534586689796
GCA_945906005.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp945906005	0.1679213403953009	4.12780876408096
GCA_945906105.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp945906105	0.1942636563086205	3.56807440841515
GCA_963777795.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp963777795	0.1954699874595064	3.54605425399916
GCA_964202645.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp964202645	0.1676337468524719	4.1348904595562
GCA_964468165.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp964468165	0.8078812750156195	0.85798149059284
GCA_964582485.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp964582485	0.5886496298124372	1.17752079582689
GCA_964627175.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp964627175	0.51737706407634	1.33973310509503
GCA_964658485.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp964658485	0.2104179185565125	3.294145219737
GCF_000802225.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium malaysiense	0.5087940970427046	1.36233337727141
GCF_001421325.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp001421325	0.3110012149039411	2.22876036279806
GCF_001519075.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium fuchskuhlense	0.4781643520772896	1.44960028397915
GCF_002256985.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp002256985	0.4308665801310175	1.60872811335048
GCF_003171715.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium meiothermophilum	0.4377942654887725	1.58327149348584
GCF_005145025.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp005145025	0.4021114603199823	1.72376877796114
GCF_014230305.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium aerophilum	0.4956189775388055	1.39854850595521
GCF_014640675.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium endophyticum	0.3944740777941626	1.75714253376525
GCF_018417475.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium decolorationis	0.8517662490138028	0.813776292923662
GCF_024642085.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp024642085	0.3003770032027237	2.30759070491206
GCF_025340265.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp025340265	0.9604742585721072	0.721671793255985
GCF_027486195.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp027486195	0.6652802845329973	1.04188745206317
GCF_029436685.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium cyanobacteriorum	0.5791141898584512	1.19690933618699
GCF_030696665.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp030696665	0.4503465917509464	1.53914161505029
GCF_036733805.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp036733805	0.3422060080484339	2.02552604062358
GCF_036784765.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp036784765	0.4940612995488885	1.40295785400078
GCF_040079535.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp040079535	0.2940669221176744	2.35710693187918
GCF_041905565.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp041905565	0.4408761038808501	1.57220401482062
GCF_041915465.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp041915465	0.5189389389952621	1.33570084739059
GCF_050920675.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium rhizosphaerae	1.002185012869602	0.691635947114421
GCF_945870625.1	phaZ_negative	none	Pseudomonadota	Novosphingobium	Novosphingobium sp945870625	0.1472551300321852	4.70711737111261
GCF_014334095.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Novosphingopyxis	Novosphingopyxis iocasae	0.3126239044757854	2.21719187380194
GCA_042090735.1	phaZ_negative	none	Pseudomonadota	Novosphingopyxis	Novosphingopyxis sp042090735	0.425938489158692	1.62734103210311
GCA_027627705.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oceanicaulis	Oceanicaulis sp027627705	0.1753473409594084	3.95299510541425
GCF_000152745.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oceanicaulis	Oceanicaulis sp000152745	0.4444063379684404	1.55971488554506
GCF_030733545.1	phaZ_negative	none	Pseudomonadota	Oceanicaulis	Oceanicaulis sp030733545	0.4253139861312497	1.62973051242675
GCF_965249665.1	phaZ_negative	none	Pseudomonadota	Oceanicaulis	Oceanicaulis sp965249665	0.4244860648554335	1.63290915285054
GCF_014164585.1	phaZ_positive	extracellular.general	Pseudomonadota	Oceanospirillum	Oceanospirillum sediminis	0.8889975116525204	0.779695298889513
GCA_048268485.1	phaZ_negative	none	Pseudomonadota	Oceanospirillum	Oceanospirillum sp048268485	0.5141502661777266	1.34814124616313
GCA_028825445.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Octadecabacter	Octadecabacter sp028825445	0.1313408950891564	5.27746655060806
GCF_000155735.2	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Octadecabacter	Octadecabacter arcticus	0.3722444438639923	1.86207528946544
GCA_937969445.1	phaZ_negative	none	Pseudomonadota	Octadecabacter	Octadecabacter sp937969445	0.411241336456973	1.68549977619399
GCF_021532625.1	phaZ_negative	none	Pseudomonadota	Octadecabacter	Octadecabacter algicola	0.7350936314634064	0.942937267977747
GCF_024199005.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Opacimonas	Opacimonas viscosa	0.5314070844369078	1.3043619493602
GCA_023268935.1	phaZ_negative	none	Pseudomonadota	Opacimonas	Opacimonas sp023268935	1.5829093363967646	0.437894429340964
GCF_019966595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oricola	Oricola indica	0.2153407319370669	3.21883915933989
GCF_022763245.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oricola	Oricola sp022763245	0.3035843884538221	2.2832108860742
GCA_049288075.1	phaZ_negative	none	Pseudomonadota	Oricola	Oricola sp049288075	0.0998889442804349	6.93917815983676
GCF_965230365.1	phaZ_negative	none	Pseudomonadota	Oricola	Oricola sp965230365	0.2021998565932824	3.42803003047715
GCF_014534685.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Oryzicola	Oryzicola mucosus	0.3481505391399305	1.99094099429601
GCA_030010215.1	phaZ_negative	none	Pseudomonadota	Oryzicola	Oryzicola sp030010215	0.2420619279841564	2.86351177292661
GCA_003859965.1	phaZ_positive	extracellular.general	Pseudomonadota	Ottowia	Ottowia sp003859965	0.1333715267809739	5.19711513611334
GCA_009778355.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ottowia	Ottowia sp009778355	0.2422260387384184	2.86157171281028
GCA_018241325.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ottowia	Ottowia sp018241325	0.1845260464376546	3.75636498988308
GCA_031256125.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ottowia	Ottowia sp031256125	0.1174720436576914	5.90052883203213
GCA_964534975.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ottowia	Ottowia sp964534975	0.1205046203577296	5.75203820818049
GCF_003008535.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ottowia	Ottowia oryzae	0.2274632225690412	3.04729341618976
GCF_035348955.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ottowia	Ottowia sp029780695	0.2469390207818439	2.80695686880649
GCF_042680565.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Ottowia	Ottowia flava	0.2089302032699928	3.31760161868132
GCF_047975795.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ottowia	Ottowia sp047975795	0.0728416908117632	9.51580300835093
GCF_049532675.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Ottowia	Ottowia sp049532675	0.3819267948405271	1.81486921034008
GCA_001897615.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp001897615	0.1630911941821371	4.25005889518383
GCA_016702555.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp016702555	0.1376472875032255	5.0356762790818
GCA_017997715.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp017997715	0.220515384091751	3.14330532273224
GCA_020848515.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp020848515	0.2213242481888289	3.1318176215765
GCA_031253955.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp031253955	0.1093050473782024	6.34140140081191
GCA_900320815.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp900320815	0.0151826123381875	45.6540129669602
GCF_033110285.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp033110285	0.1654406353566498	4.18970332811941
GCF_042434355.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia pentelensis	0.1245645276550459	5.56456315139302
GCF_046348305.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia sp035370845	0.1498079290495652	4.62690583173746
GCF_050821495.1	phaZ_negative	none	Pseudomonadota	Ottowia	Ottowia caeni	0.2774099971150358	2.49863807277469
GCA_000013625.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp000013625	0.7115941523971868	0.974076555048832
GCA_001464355.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp001464355	0.4155561884605995	1.66799869622364
GCA_002384815.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp002384815	0.9495737146216904	0.729956158102054
GCF_040395855.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium fonticola_A	0.6210077238260294	1.11616515216504
GCF_042664955.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium glaciei	0.7426209849227373	0.933379468979133
GCF_042665175.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium aquatilis	0.4984757767915015	1.3905333274597
GCF_044761395.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp044761395	0.6329591683863482	1.09508988127471
GCA_000026125.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium arsenicoxydans	0.6219196270345135	1.11452855068277
GCA_035563975.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp035563975	0.5068153344620612	1.36765234480456
GCA_964406085.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp964406085	0.5319829534000133	1.30294998388557
GCF_003852535.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp003852535	0.5666554246295975	1.22322517429888
GCF_014635065.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium flavum	0.5607724752451044	1.23605777950671
GCF_014635705.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium faecigallinarum	0.4278418719982563	1.62010131762599
GCF_913776015.1	phaZ_negative	none	Pseudomonadota	Oxalicibacterium	Oxalicibacterium sp913776015	0.4716425242142951	1.46964521851513
GCA_963757845.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	P52-10	P52-10 sp963757845	0.1661866678333397	4.17089523243265
GCA_963843435.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	P52-10	P52-10 sp963843435	0.1747313700346409	3.96693038246382
GCA_963774995.1	phaZ_negative	none	Pseudomonadota	P52-10	P52-10 sp963774995	0.1415115575751456	4.89816656983561
GCF_031157255.1	phaZ_negative	none	Pseudomonadota	P52-10	P52-10 sp031157255	0.2106046950154503	3.29122378069062
GCA_035937415.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PALSA-1003	PALSA-1003 sp035937415	0.0851949013760373	8.13601717197252
GCA_036491555.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PALSA-1003	PALSA-1003 sp036491555	0.1020438465218646	6.79264065581286
GCA_963722325.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PALSA-1003	PALSA-1003 sp963722325	0.1178368288510133	5.88226267898234
GCA_963829375.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PALSA-1003	PALSA-1003 sp963829375	0.0998552911971812	6.94151679144582
GCA_963837845.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PALSA-1003	PALSA-1003 sp963837845	0.10736946296449	6.45571991720949
GCA_005882995.1	phaZ_negative	none	Pseudomonadota	PALSA-1003	PALSA-1003 sp005882995	0.0531703642017399	13.0363444179166
GCA_035515295.1	phaZ_negative	none	Pseudomonadota	PALSA-1003	PALSA-1003 sp035515295	0.1279245044860064	5.41840817242148
GCA_036786505.1	phaZ_negative	none	Pseudomonadota	PALSA-1003	PALSA-1003 sp036786505	0.087941540671407	7.88190854137847
GCA_963745385.1	phaZ_negative	none	Pseudomonadota	PALSA-1003	PALSA-1003 sp963745385	0.0724990117886911	9.56078108457841
GCA_963847585.1	phaZ_negative	none	Pseudomonadota	PALSA-1003	PALSA-1003 sp963847585	0.0793869227000001	8.73125140748079
GCA_039928535.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PALSA-1004	PALSA-1004 sp039928535	0.0774364829799139	8.95117073872969
GCA_903889565.1	phaZ_negative	none	Pseudomonadota	PALSA-1004	PALSA-1004 sp903889565	0.1166841448606236	5.9403716022249
GCA_003152195.1	phaZ_positive	extracellular.lemoignei_like	Acidobacteriota	PALSA-350	PALSA-350 sp003152195	0.0630995521827783	10.9849778101773
GCA_963705665.1	phaZ_negative	none	Acidobacteriota	PALSA-350	PALSA-350 sp963705665	0.0933146333425933	7.42806519975425
GCA_037200445.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PALSA-894	PALSA-894 sp037200445	0.1071069192905213	6.47154437034851
GCA_963757565.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PALSA-894	PALSA-894 sp963757565	0.0997681386798769	6.94758055759691
GCA_963839985.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PALSA-894	PALSA-894 sp963839985	0.1460646666087111	4.7454815504204
GCA_034669125.1	phaZ_negative	none	Pseudomonadota	PALSA-894	PALSA-894 sp034669125	0.1103791957017717	6.27969044486179
GCA_034669145.1	phaZ_negative	none	Pseudomonadota	PALSA-894	PALSA-894 sp034669145	0.1312437836689867	5.28137151476941
GCA_963828625.1	phaZ_negative	none	Pseudomonadota	PALSA-894	PALSA-894 sp963828625	0.0797913711189751	8.68699423057174
GCA_003133265.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PALSA-911	PALSA-911 sp003133265	0.0940292186742001	7.37161480583622
GCA_025356735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PALSA-911	PALSA-911 sp025356735	0.0541339650495213	12.8042935692196
GCA_903847525.1	phaZ_negative	none	Pseudomonadota	PALSA-911	PALSA-911 sp903847525	0.0811726481772722	8.53917170530383
GCA_963839645.1	phaZ_negative	none	Pseudomonadota	PALSA-911	PALSA-911 sp963839645	0.1005821669816243	6.89135262602344
GCA_002255905.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PBB1	PBB1 sp002255905	0.1981992634215219	3.49722379687047
GCA_025352345.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PBB1	PBB1 sp025352345	0.1503668275705648	4.60970808361746
GCA_031390425.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PBB1	PBB1 sp031390425	0.1520865953129581	4.55758233744146
GCA_031427315.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PBB1	PBB1 sp031427315	0.0164689014854599	42.0882462119231
GCA_903905475.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PBB1	PBB1 sp903905475	0.3451900502576714	2.00801610603358
GCA_947452135.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PBB1	PBB1 sp947452135	0.291509940488404	2.37778231301007
GCA_965229345.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	PBB1	PBB1 sp965229345	0.1935776464792099	3.58071912313692
GCA_017986065.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp017986065	0.2182457101660289	3.17599452485292
GCA_040400875.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp040400875	0.1236799067524093	5.60436370596182
GCA_043738425.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp043738425	0.2013162613948429	3.443075962952
GCA_043749095.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp043749095	0.1312346588012767	5.28173873343588
GCA_945875935.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp945875935	0.1026332305981572	6.75363307303308
GCA_947372225.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp947372225	0.1213946142650462	5.70986764739469
GCA_947451035.1	phaZ_negative	none	Pseudomonadota	PBB1	PBB1 sp947451035	0.4866711298149835	1.42426196685112
GCA_036405035.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	PCRC01	PCRC01 sp036405035	0.336001560496605	2.06292845644968
