genome_id	phaZ_count	best_evalue	best_pident	hit_refs
GCA_963847795.1	2	1.05e-12	39.3	CAJ93939.1,WKZ88401.1
GCA_963847865.1	3	3.36e-17	41.9	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_963847045.1	2	4.44e-16	39.8	CAJ93939.1,WKZ88401.1
GCA_963848585.1	1	1.04e-14	35.0	WKZ88401.1
GCA_963849015.1	2	1.25e-16	41.1	BAA33394.1,UCA14981.1
GCA_963849005.1	1	1.87e-12	67.6	UCA14981.1
GCA_963849665.1	4	1.75e-21	31.2	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_963850245.1	5	1.35e-19	42.7	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_963850705.1	1	1.34e-17	39.8	CAJ93939.1
GCA_963850885.1	1	9.55e-17	41.1	CAJ93939.1
GCA_963851465.1	1	8.72e-19	49.5	WKZ88401.1
GCA_963851225.1	5	7.14e-28	42.3	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_963854885.1	2	3.55e-12	32.4	CAJ93939.1,WKZ88401.1
GCA_963922375.1	2	1.54e-21	34.4	BAA33394.1,UCA14981.1
GCA_963923185.1	2	1.03e-24	33.8	BAA33394.1,UCA14981.1
GCA_963923035.1	1	4.67e-24	35.0	sp|P52090.1|PHA1_PAULE
GCA_963933825.1	3	3.48e-12	66.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_963973185.1	1	4.04e-12	76.9	CAJ95805.1
GCA_963974055.1	2	3.14e-16	30.8	CAJ93939.1,WKZ88401.1
GCA_963974265.1	2	3.68e-15	37.0	BAA33394.1,UCA14981.1
GCA_963976775.1	6	1.05e-19	38.9	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_963977105.1	1	9.02e-11	31.1	WKZ88401.1
GCA_963977835.1	2	1.7499999999999999e-25	36.9	BAA33394.1,UCA14981.1
GCA_964015995.1	1	9.78e-11	48.6	CAJ95805.1
GCA_964016365.1	1	1.23e-14	70.0	WP_207907290.1
GCA_964022305.1	3	3.34e-15	40.7	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964194245.1	3	8.58e-16	39.3	CAJ93939.1,WKZ88401.1
GCA_964031875.1	4	1.1500000000000001e-35	38.4	BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_964201305.1	3	3.6899999999999995e-24	37.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964201575.1	1	1.18e-11	76.9	CAJ95805.1
GCA_964203375.1	1	1.21e-19	30.1	BAA33394.1
GCA_964202115.1	4	3.9e-21	45.7	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964220165.1	1	2.68e-15	35.5	WKZ88401.1
GCA_964236395.1	2	2.62e-15	30.7	BAA33394.1,UCA14981.1
GCA_964236535.1	4	3.56e-15	38.3	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_964236915.1	2	9.61e-15	34.9	BAA33394.1,UCA14981.1
GCA_964236835.1	1	1.17e-13	40.4	WKZ88401.1
GCA_964242725.1	2	1.14e-12	37.6	CAJ93939.1,WKZ88401.1
GCA_964242925.1	1	3.1e-12	40.5	CAJ93939.1
GCA_964244245.1	2	8.56e-14	32.2	BAA33394.1,UCA14981.1
GCA_964244305.1	2	7.48e-12	44.0	CAJ93939.1,WKZ88401.1
GCA_964244695.1	3	1.9e-15	41.6	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_964245075.1	1	1.97e-11	34.1	CAJ95805.1
GCA_964245015.1	1	3.53e-11	39.4	CAJ93939.1
GCA_964245645.1	1	5.28e-19	32.3	WKZ88401.1
GCA_964245935.1	2	5.39e-13	36.4	BAA33394.1,UCA14981.1
GCA_964247075.1	2	6.98e-18	32.0	CAJ93939.1,WKZ88401.1
GCA_964247265.1	2	1.43e-11	36.3	CAJ93939.1,WKZ88401.1
GCA_964247655.1	2	7.34e-15	38.7	BAA33394.1,UCA14981.1
GCA_964247245.1	1	5.86e-11	61.5	CAJ93939.1
GCA_964250755.1	1	5.67e-11	36.3	CAJ95805.1
GCA_964250815.1	2	1.18e-11	65.6	CAJ95805.1,UCA14981.1
GCA_964251005.1	1	4.56e-12	33.3	CAJ93939.1
GCA_964251385.1	4	1.49e-15	39.8	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964342265.1	2	8.07e-17	35.1	BAA33394.1,UCA14981.1
GCA_964343915.1	2	2.93e-13	49.1	BAA33394.1,UCA14981.1
GCA_964343955.1	4	3.71e-16	38.9	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_964346335.1	2	1.35e-13	30.9	CAJ93939.1,CAJ95805.1
GCA_964346065.1	3	2.86e-18	34.3	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_964350795.1	1	3.28e-19	32.5	CAJ95805.1
GCA_964350435.1	1	8.66e-13	31.1	UCA14981.1
GCA_964350895.1	2	6.97e-16	40.4	BAA33394.1,UCA14981.1
GCA_964350225.1	2	3.79e-12	37.4	CAJ93939.1,WKZ88401.1
GCA_964351935.1	1	6.05e-11	31.1	WKZ88401.1
GCA_964352115.1	2	3.68e-19	33.3	CAJ93939.1,CAJ95805.1
GCA_964351795.1	4	9.97e-16	35.2	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964352675.1	3	4.88e-17	38.5	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964352165.1	2	2.46e-13	34.8	CAJ93939.1,CAJ95805.1
GCA_964352715.1	3	5.86e-11	72.0	BAA33394.1,UCA14981.1
GCA_964369025.1	2	9.74e-14	39.8	BAA33394.1,UCA14981.1
GCA_964371405.1	3	1.8e-21	35.9	BAA33394.1,UCA14981.1
GCA_964370945.1	3	2e-13	39.8	CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_964371235.1	8	2.15e-14	88.5	BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_964383565.1	2	2.06e-17	32.3	CAJ93939.1,WKZ88401.1
GCA_964384335.1	4	4.0399999999999996e-24	33.2	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964384635.1	3	4.67e-19	38.6	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_964384315.1	2	7.03e-12	59.5	CAJ95805.1,WKZ88401.1
GCA_964386195.1	3	1.25e-17	41.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964389235.1	1	2.83e-12	36.1	UCA14981.1
GCA_964390215.1	3	2.88e-15	35.9	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964390775.1	4	1.29e-18	41.3	BAA33394.1,UCA14981.1
GCA_964391555.1	1	2.71e-11	30.6	CAJ95805.1
GCA_964396895.1	1	5.680000000000001e-21	43.8	WP_207907290.1
GCA_964398335.1	1	6.63e-11	32.8	WKZ88401.1
GCA_964399515.1	2	2.99e-12	39.7	CAJ95805.1,WKZ88401.1
GCA_964400125.1	4	1.66e-13	80.8	CAJ93939.1,UCA14981.1,WKZ88401.1,WP_207907290.1
GCA_964400135.1	2	4.91e-11	65.7	BAA33394.1,UCA14981.1
GCA_964400745.1	2	2.16e-12	37.5	BAA33394.1,UCA14981.1
GCA_964400915.1	4	1.73e-19	41.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_964403835.1	1	8.22e-15	34.3	sp|P52090.1|PHA1_PAULE
GCA_964404305.1	1	1.97e-14	37.7	CAJ93939.1
GCA_964405365.1	1	5e-12	76.9	WP_128854079.1
GCA_964409175.1	2	2.42e-14	70.3	BAA33394.1,CAJ95805.1
GCA_964409495.1	1	5.79e-18	31.7	BAA19791.1
GCA_964411965.1	2	1.8e-12	56.0	BAA33394.1,UCA14981.1
GCA_964414365.1	2	1.82e-30	41.2	BAA33394.1,UCA14981.1
GCA_964418745.1	1	5.79e-17	33.3	WKZ88401.1
GCA_964420415.1	2	3.29e-13	84.6	BAA33394.1,UCA14981.1
GCA_964423455.1	1	3.91e-15	34.8	CAJ93939.1
GCA_964423745.1	2	3.33e-11	35.1	CAJ93939.1,WKZ88401.1
GCA_964425025.1	4	2.65e-22	45.0	BAA33394.1,UCA14981.1
GCA_964428045.1	2	6.55e-18	43.5	BAA33394.1,UCA14981.1
GCA_964431515.1	2	3.06e-12	31.5	BAA19791.1,BAA35137.1
GCA_964431215.1	2	5.310000000000001e-29	34.2	BAA33394.1,UCA14981.1
GCA_964432095.1	2	7.34e-18	39.2	BAA33394.1,UCA14981.1
GCA_964433315.1	2	5.91e-16	35.1	CAJ93939.1,WKZ88401.1
GCA_964432385.1	2	9.72e-19	41.9	BAA33394.1,UCA14981.1
GCA_964438875.1	1	2.24e-15	30.3	BAA33394.1
GCA_964440375.1	3	8.61e-14	69.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964440215.1	1	9.36e-11	31.3	CAJ93939.1
GCA_964442095.1	1	4.98e-11	76.0	WKZ88401.1
GCA_964443205.1	4	3.68e-18	41.7	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_964442645.1	2	2.72e-12	39.0	BAA33394.1,UCA14981.1
GCA_964443585.1	1	9.08e-12	68.6	UCA14981.1
GCA_964445195.1	2	2.25e-12	63.3	BAA33394.1,UCA14981.1
GCA_964446545.1	2	2.56e-14	39.5	BAA33394.1,UCA14981.1
GCA_964447555.1	1	9.91e-12	68.0	BAA32541.1
GCA_964448245.1	1	5.16e-17	37.5	WP_207907290.1
GCA_964448275.1	1	2.69e-15	30.4	sp|P52090.1|PHA1_PAULE
GCA_964449745.1	1	4.28e-22	31.2	BAA33394.1
GCA_964449575.1	1	1.85e-12	31.4	WKZ88401.1
GCA_964450095.1	2	1.49e-12	39.8	BAA33394.1,UCA14981.1
GCA_964449455.1	1	3.33e-16	37.5	CAJ93939.1
GCA_964450925.1	2	1.16e-11	80.0	CAJ93939.1,CAJ95805.1
GCA_964451735.1	3	1.29e-12	33.6	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_964454485.1	1	3.06e-22	35.7	AAA87070.1
GCA_964455325.1	1	6.93e-12	71.4	CAJ95805.1
GCA_964456215.1	2	4.75e-15	38.9	CAJ93939.1,WKZ88401.1
GCA_964457695.1	3	3.35e-12	66.7	BAA33394.1,CAJ95805.1
GCA_964459555.1	3	4.25e-20	38.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964460315.1	2	5e-19	35.2	BAA33394.1,UCA14981.1
GCA_964461055.1	2	2.1e-17	33.5	BAA33394.1,UCA14981.1
GCA_964461855.1	1	5.66e-14	30.3	BAA33394.1
GCA_964463775.1	1	2.46e-16	31.3	CAJ95805.1
GCA_964465935.1	3	1.28e-14	37.5	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964466605.1	2	1.72e-51	41.7	BAA19791.1,BAA35137.1
GCA_964467545.1	4	1.65e-18	41.0	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_964467925.1	1	1.05e-11	35.2	CAJ95805.1
GCA_964470565.1	2	1.36e-13	36.0	BAA33394.1,UCA14981.1
GCA_964471405.1	1	3.97e-12	35.2	BAA33394.1
GCA_964470865.1	3	1.95e-15	40.4	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964473225.1	1	4.09e-16	31.1	UCA14981.1
GCA_964474575.1	2	1.95e-12	65.4	BAA33394.1,UCA14981.1
GCA_964474665.1	3	3.92e-14	35.1	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964476625.1	1	8.28e-11	35.7	UCA14981.1
GCA_964475765.1	1	2.31e-11	63.9	WKZ88401.1
GCA_964478285.1	3	3.17e-12	84.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964478155.1	4	1.47e-20	66.7	BAA33394.1,UCA14981.1
GCA_964479195.1	2	1.35e-12	36.9	BAA33394.1,UCA14981.1
GCA_964480455.1	1	3.54e-15	38.3	sp|P52090.1|PHA1_PAULE
GCA_964480105.1	1	1.35e-14	65.8	BAA33394.1
GCA_964480235.1	3	8.14e-15	40.5	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964481045.1	1	3.22e-13	34.3	WKZ88401.1
GCA_964482415.1	4	1.15e-19	51.6	BAA33394.1,UCA14981.1
GCA_964483325.1	2	4.73e-12	39.0	CAJ93939.1,WKZ88401.1
GCA_964484345.1	2	4.72e-14	34.0	BAA33394.1,UCA14981.1
GCA_964485135.1	1	3.43e-11	31.9	CAJ95805.1
GCA_964488145.1	4	1.8e-17	84.0	BAA33394.1,UCA14981.1
GCA_964488705.1	2	1.93e-19	33.0	CAJ95805.1,WKZ88401.1
GCA_964490415.1	2	2.88e-13	35.5	BAA33394.1,UCA14981.1
GCA_964489725.1	1	4.08e-15	32.7	WP_207907290.1
GCA_964493225.1	1	5.49e-11	31.7	BAA33394.1
GCA_964498835.1	1	3.49e-31	31.6	BAA33394.1
GCA_964498795.1	1	1.75e-12	33.6	BAA33394.1
GCA_964498645.1	2	9.119999999999999e-23	35.8	CAJ93939.1,WKZ88401.1
GCA_964498815.1	1	2.97e-12	31.6	UCA14981.1
GCA_964499485.1	1	2.69e-20	39.8	WP_207907290.1
GCA_964501235.1	2	4.25e-13	40.2	BAA33394.1,UCA14981.1
GCA_964508695.1	3	8.6e-14	72.4	CAJ93939.1,CAJ95805.1
GCA_964509025.1	1	4.81e-16	30.1	BAA33394.1
GCA_964509545.1	4	5.13e-16	41.4	BAA33394.1,UCA14981.1
GCA_964511405.1	3	7.68e-14	40.9	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964510405.1	1	5.33e-12	52.8	CAJ93939.1
GCA_964512305.1	1	2.49e-13	31.8	WKZ88401.1
GCA_964516115.1	1	1.1e-11	30.6	WKZ88401.1
GCA_964516635.1	1	2.62e-11	68.8	BAA33394.1
GCA_964519795.1	3	8.42e-13	65.7	BAA33394.1,UCA14981.1
GCA_964520985.1	2	2.42e-14	34.0	CAJ93939.1,WKZ88401.1
GCA_964521615.1	2	4.66e-13	40.2	BAA33394.1,UCA14981.1
GCA_964522235.1	2	1.22e-15	39.7	BAA33394.1,UCA14981.1
GCA_964523885.1	2	3.42e-19	43.3	BAA33394.1,UCA14981.1
GCA_964523435.1	2	3.4199999999999996e-23	33.2	BAA33394.1,UCA14981.1
GCA_964522545.1	1	9.48e-12	76.9	sp|P52090.1|PHA1_PAULE
GCA_964523755.1	1	1.04e-21	33.3	BAA33394.1
GCA_964524485.1	1	2.29e-17	33.6	WP_207907290.1
GCA_964526035.1	2	4.23e-13	40.9	BAA33394.1,UCA14981.1
GCA_964528595.1	3	1.26e-14	34.9	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_964529135.1	2	6.62e-14	35.3	BAA33394.1,UCA14981.1
GCA_964529555.1	2	1.17e-22	34.0	CAJ93939.1,WKZ88401.1
GCA_964530335.1	2	1.24e-12	38.7	CAJ93939.1,UCA14981.1
GCA_964532255.1	1	1.11e-12	32.4	CAJ95805.1
GCA_964534975.1	2	2.37e-17	36.8	BAA33394.1,UCA14981.1
GCA_964533955.1	1	5.55e-12	33.6	WKZ88401.1
GCA_964537655.1	1	7.71e-12	30.3	WKZ88401.1
GCA_964538895.1	7	8.93e-14	87.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964539845.1	1	2.09e-11	39.8	CAJ93939.1
GCA_964542975.1	3	2.96e-16	34.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964543235.1	1	7.76e-11	36.5	CAJ95805.1
GCA_964544365.1	2	3.48e-16	31.3	CAJ93939.1,WKZ88401.1
GCA_964544175.1	3	2.18e-13	67.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964550405.1	3	6.95e-14	34.2	BAA33394.1,UCA14981.1,WP_207907290.1
GCA_964551305.1	2	1.23e-12	39.8	BAA33394.1,UCA14981.1
GCA_964552215.1	1	7.22e-18	31.8	BAA19791.1
GCA_964554655.1	3	7.34e-15	88.5	BAA33394.1,UCA14981.1
GCA_964555535.1	2	4.83e-15	33.8	CAJ95805.1,WKZ88401.1
GCA_964556115.1	3	8.83e-14	36.0	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_964557265.1	1	1.06e-11	39.0	CAJ93939.1
GCA_964559075.1	2	1.13e-11	73.1	CAJ95805.1
GCA_964559535.1	1	6.94e-11	33.6	WKZ88401.1
GCA_964559355.1	1	2.33e-11	38.4	CAJ93939.1
GCA_964561535.1	3	9.63e-12	32.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964562135.1	1	3.32e-11	33.7	UCA14981.1
GCA_964561825.1	3	1.49e-12	79.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964562815.1	4	2.38e-20	42.5	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964563395.1	1	2.91e-11	61.5	CAJ93939.1
GCA_964564395.1	1	3.47e-11	33.7	CAJ93939.1
GCA_964565875.1	2	7.87e-15	38.2	BAA33394.1,UCA14981.1
GCA_964567385.1	1	1.13e-11	64.3	BAA33394.1
GCA_964568445.1	2	9.04e-22	38.9	BAA33394.1,UCA14981.1
GCA_964570705.1	1	3.48e-11	69.2	CAJ95805.1
GCA_964570955.1	2	1.05e-20	36.5	BAA33394.1,UCA14981.1
GCA_964572805.1	2	1.32e-11	38.1	CAJ93939.1,WKZ88401.1
GCA_964574305.1	3	1.53e-14	35.3	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_964574905.1	1	1.23e-12	34.1	WKZ88401.1
GCA_964575095.1	1	5.52e-16	30.0	CAJ95805.1
GCA_964575005.1	1	5.93e-11	35.7	WP_243656647.1
GCA_964575885.1	2	6.77e-16	34.6	BAA33394.1,UCA14981.1
GCA_964575605.1	1	7.66e-16	40.0	WKZ88401.1
GCA_964576815.1	1	2.33e-16	37.2	CAJ93939.1
GCA_964577255.1	3	7.65e-14	52.8	BAA33394.1,UCA14981.1,WP_207907290.1
GCA_964578685.1	1	1.17e-18	31.0	WP_207907290.1
GCA_964581155.1	2	6.87e-19	40.5	BAA33394.1,UCA14981.1
GCA_964581435.1	1	1.79e-12	34.1	CAJ95805.1
GCA_964580325.1	1	4.8e-11	32.1	CAJ93939.1
GCA_964582225.1	2	4.22e-15	40.9	BAA33394.1,UCA14981.1
GCA_964582195.1	3	2.08e-13	67.9	BAA33394.1,UCA14981.1
GCA_964581825.1	3	2.87e-15	37.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964584105.1	3	1.89e-12	71.4	CAJ95805.1,WKZ88401.1
GCA_964584905.1	1	8.83e-11	36.3	WKZ88401.1
GCA_964586455.1	2	4.5e-20	34.7	BAA33394.1,UCA14981.1
GCA_964587315.1	3	4.43e-15	37.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964587395.1	3	5.5e-14	37.2	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_964587775.1	2	3.6499999999999996e-24	33.2	BAA33394.1,UCA14981.1
GCA_964587635.1	1	2.89e-15	38.5	WKZ88401.1
GCA_964593915.1	3	1.55e-12	30.9	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964594635.1	1	2.78e-11	57.5	WKZ88401.1
GCA_964595215.1	1	2.36e-13	35.6	UCA14981.1
GCA_964598005.1	1	7.94e-12	34.2	CAJ93939.1
GCA_964598335.1	1	9.03e-12	35.2	WKZ88401.1
GCA_964599265.1	2	1.32e-11	71.0	BAA19791.1,BAA35137.1
GCA_964602505.1	2	1.8400000000000002e-21	36.2	BAA33394.1,UCA14981.1
GCA_964607245.1	3	1.3800000000000001e-22	33.9	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_964606765.1	1	3.32e-11	35.0	CAJ93939.1
GCA_964607625.1	1	3.92e-19	31.2	CAJ95805.1
GCA_964608115.1	5	3.41e-19	41.2	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964609255.1	4	1.58e-12	57.1	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964612235.1	4	2.07e-14	36.2	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964614205.1	1	8.84e-11	61.3	WKZ88401.1
GCA_964616875.1	2	9.44e-13	37.8	BAA33394.1,UCA14981.1
GCA_964617435.1	3	4.52e-13	38.0	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_964618305.1	3	9.04e-15	36.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_964618825.1	3	5.73e-18	43.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964620265.1	1	1.1e-11	33.3	CAJ93939.1
GCA_964620025.1	3	3.02e-15	42.1	AAA87070.1,BAA19791.1,BAA35137.1
GCA_964621415.1	3	6.2e-12	34.3	CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_964621995.1	2	1.39e-19	38.1	BAA33394.1,UCA14981.1
GCA_964622685.1	3	2.41e-13	82.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964623655.1	2	1.96e-13	39.6	BAA33394.1,UCA14981.1
GCA_964624555.1	2	1.03e-11	62.1	BAA33394.1,UCA14981.1
GCA_964625225.1	4	9.25e-15	35.9	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_964627075.1	2	1.66e-14	34.0	BAA33394.1,UCA14981.1
GCA_964628175.1	7	1.6200000000000002e-21	42.4	AAA87070.1,BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964628955.1	1	3.15e-12	32.4	sp|P52090.1|PHA1_PAULE
GCA_964630805.1	1	3.62e-11	33.1	WKZ88401.1
GCA_964631425.1	1	2.09e-16	30.2	CAJ93939.1
GCA_964632365.1	1	3.37e-12	92.0	WP_207907290.1
GCA_964632265.1	2	6.78e-12	33.6	BAA33394.1,UCA14981.1
GCA_964633095.1	2	1.42e-12	34.8	CAJ93939.1,WKZ88401.1
GCA_964634195.1	1	3.71e-11	30.5	BAA33394.1
GCA_964639245.1	1	2.76e-11	62.1	WP_207907290.1
GCA_964641405.1	1	5.65e-14	38.2	CAJ95805.1
GCA_964641795.1	2	1.3299999999999999e-24	34.3	BAA33394.1,UCA14981.1
GCA_964641065.1	1	2.09e-13	71.4	WKZ88401.1
GCA_964642635.1	1	4.11e-16	31.7	BAA33394.1
GCA_964642935.1	2	1.93e-11	62.5	CAJ95805.1,WKZ88401.1
GCA_964643405.1	2	3.08e-12	34.9	BAA33394.1,UCA14981.1
GCA_964644915.1	1	2.28e-11	37.0	BAA19791.1
GCA_964644385.1	2	3.89e-13	92.0	BAA33394.1,UCA14981.1
GCA_964645345.1	1	3.67e-11	34.5	sp|P52090.1|PHA1_PAULE
GCA_964645525.1	2	3.53e-14	38.5	CAJ93939.1,WKZ88401.1
GCA_964647135.1	3	1.68e-15	43.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964646885.1	1	3e-14	37.6	CAJ93939.1
GCA_964652405.1	4	2.33e-21	76.9	AAA87070.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_964652055.1	5	2.89e-14	75.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964652785.1	2	1.33e-14	36.9	BAA33394.1,UCA14981.1
GCA_964653655.1	2	4.72e-16	40.0	BAA33394.1,UCA14981.1
GCA_964654855.1	4	1.09e-16	35.4	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_964654745.1	3	1.4e-17	44.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_964654655.1	1	5.43e-11	65.5	BAA33394.1
GCA_964657355.1	2	2.15e-14	31.1	CAJ93939.1,UCA14981.1
GCA_964657785.1	4	2.84e-17	41.0	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_964657795.1	2	1.14e-15	33.3	BAA33394.1,UCA14981.1
GCA_964657655.1	2	6.03e-16	39.4	BAA33394.1,UCA14981.1
GCA_964657965.1	1	7.52e-24	30.8	UCA14981.1
GCA_964658145.1	1	6.89e-11	37.9	WP_243656647.1
GCA_964658785.1	2	5.47e-25	46.0	BAA33394.1,UCA14981.1
GCA_965194335.1	2	1.93e-15	39.3	BAA33394.1,UCA14981.1
GCA_965194655.1	3	1.37e-13	40.0	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_965194715.1	1	2.18e-12	56.8	WKZ88401.1
GCA_965198495.1	4	3.94e-14	35.0	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_965199595.1	1	1.03e-11	36.2	BAA33394.1
GCA_965199235.1	3	4.8e-15	42.2	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_965200555.1	1	2.18e-11	38.5	CAJ95805.1
GCA_965200785.1	3	2.57e-13	34.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_965202925.1	2	1.1e-11	39.2	CAJ95805.1,UCA14981.1
GCA_965204565.1	1	5.05e-11	32.2	CAJ95805.1
GCA_965214365.1	2	3.03e-13	36.1	UCA14981.1,WKZ88401.1
GCA_965216055.1	1	1.68e-15	35.1	CAJ95805.1
GCA_965216405.1	2	8.38e-21	31.7	CAJ95805.1,WKZ88401.1
GCA_965216535.1	1	2.95e-16	36.1	BAA33394.1
GCA_965217935.1	1	6.8e-12	30.6	sp|P52090.1|PHA1_PAULE
GCA_965218765.1	2	3.14e-21	39.8	BAA33394.1,UCA14981.1
GCA_965221475.1	4	2.07e-14	43.2	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_965222315.1	4	7.37e-15	36.2	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_965222955.1	2	2.49e-15	37.9	BAA33394.1,WKZ88401.1
GCA_965222795.1	2	1.42e-12	33.9	BAA33394.1,UCA14981.1
GCA_965224015.1	2	7.94e-11	55.6	CAJ95805.1,UCA14981.1
GCA_965224045.1	1	2.11e-12	38.9	CAJ93939.1
GCA_965225735.1	1	1.78e-19	30.3	WKZ88401.1
GCA_965227035.1	3	1.41e-15	39.3	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_965228095.1	3	2.43e-13	35.3	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_965228135.1	2	3.16e-16	36.6	CAJ93939.1,WKZ88401.1
GCA_965228025.1	2	5.91e-25	35.8	BAA33394.1,UCA14981.1
GCA_965228625.1	1	8.27e-14	36.4	CAJ93939.1
GCA_965229345.1	4	1.13e-18	40.0	BAA33394.1,UCA14981.1
GCA_965230025.1	2	6.53e-12	73.1	CAJ95805.1,UCA14981.1
GCA_965230445.1	3	2.76e-11	38.1	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_965233125.1	2	1.73e-13	33.6	BAA33394.1,UCA14981.1
GCA_965233665.1	2	1.57e-16	37.7	CAJ95805.1,WKZ88401.1
GCA_965233055.1	2	4.47e-17	36.6	BAA33394.1,UCA14981.1
GCA_965234455.1	4	6.1e-13	70.0	BAA33394.1,UCA14981.1
GCA_965234585.1	3	5.45e-16	35.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_965234325.1	2	7.26e-15	59.2	BAA33394.1,UCA14981.1
GCA_965234735.1	2	1.2e-15	33.7	BAA33394.1,UCA14981.1
GCA_965238305.1	1	6.24e-11	64.0	CAJ93939.1
GCA_965242975.1	3	3.17e-12	35.7	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_965246835.1	1	1.94e-11	64.5	CAJ95805.1
GCA_965246805.1	1	7.38e-22	30.3	UCA14981.1
GCA_965246875.1	2	8.34e-14	33.3	CAJ95805.1,WKZ88401.1
GCA_965246895.1	3	2.2e-13	56.8	BAA33394.1,CAJ95805.1,UCA14981.1
